Park Designation,Park Code,Park Name,Present in States,Free Entrance,Entrance Fee,Park Website,Activity Option,Available Amenity,Park Latitude,Park Longitude,Entrance Fees
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,ATM/Cash Machine,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,Accessible Rooms,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,Accessible Sites,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,Amphitheater,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,Benches/Seating,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,Entrance Passes for Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,Food/Drink - Bar/Alcohol For Sale,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,Food/Drink - Cafeteria,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,Food/Drink - Coffee,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Astronomy,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Auto and ATV,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Biking,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Camping,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Compass and GPS,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Food,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Hiking,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Horse Trekking,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Junior Ranger Program,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Park Film,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Shopping,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,badl,Badlands National Park,SD,False,355.0,http://www.nps.gov/badl/,Wildlife Watching,Food/Drink - Restaurant/Table Service,43.68584846,-102.482942,$355.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Astronomy,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Auto and ATV,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Biking,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Camping,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Food,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Guided Tours,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Hiking,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Junior Ranger Program,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Paddling,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Park Film,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Shopping,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Wildlife Watching,ATM/Cash Machine,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Astronomy,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Auto and ATV,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Biking,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Camping,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Food,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Guided Tours,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Hiking,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Junior Ranger Program,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Paddling,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Park Film,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Shopping,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Wildlife Watching,Accessible Rooms,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Astronomy,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Auto and ATV,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Biking,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Camping,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Food,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Guided Tours,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Hiking,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Junior Ranger Program,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Paddling,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Park Film,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Shopping,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Wildlife Watching,Amphitheater,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Astronomy,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Auto and ATV,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Biking,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Camping,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Food,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Guided Tours,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Hiking,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Junior Ranger Program,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Paddling,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Park Film,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Shopping,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Wildlife Watching,Animal-Safe Food Storage,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Astronomy,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Auto and ATV,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Biking,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Camping,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Food,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Guided Tours,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Hiking,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Junior Ranger Program,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Paddling,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Park Film,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Shopping,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Wildlife Watching,Automated External Defibrillator (AED),29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Astronomy,Beach/Water Access,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Auto and ATV,Beach/Water Access,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Biking,Beach/Water Access,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Camping,Beach/Water Access,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Food,Beach/Water Access,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Guided Tours,Beach/Water Access,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Hiking,Beach/Water Access,29.29817767,-103.2297897,$425.00
National Park,bibe,Big Bend National Park,TX,False,425.0,http://www.nps.gov/bibe/,Junior Ranger Program,Beach/Water Access,29.29817767,-103.2297897,$425.00
